ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,Sources,alt_translation1
XV001401,kgv,"Yo, haidak someǃ",,,"Yes, of course it's true!",,,,SN002184,Fajaria Yarkuran,"Yo, betul sudah mu!"
XV001402,kgv,Pier se ecieret someǃ,,,"Come one, let's go already!",,,,SN002184,Fajaria Yarkuran,Kitong dua su pulang sudah mu!
XV001403,kgv,Som kona Pourko somin.,,,A person in Faor died.,,,,SN002186,Fajaria Yarkuran,Satu orang meninggal di Faur.
XV001404,kgv,Sontum me mahap tamanggara bot?,,,"All those people, where are they going?",,,,SN002189,Fajaria Yarkuran,Orang-orang itu semua pigi di mana?
XV001405,kgv,Sontum yu me warten.,,,That person is a sorcerer.,,,,SN002190,Fajaria Yarkuran,Orang itu dia suanggi.
XV001406,kgv,Tol emun me sontum kabas.,,,Tol's mother is a stranger.,,,,SN002192,Fajaria Yarkuran,Tol pu mama itu orang luar.
XV001407,kgv,Ma me sontur tamanditen?,,,What is it like?,,,,SN002193,Fajaria Yarkuran,Dia pu contoh bagaimana?
XV001408,kgv,Mama Agus mu marua sopsop parin.,,,Mama Agus and family sell hair pins.,,,,SN002194,Fajaria Yarkuran,Mama Agus dorang datang jual kep.
XV001409,kgv,In sor saerak.,,,We don't have fish.,,,,SN002195,Fajaria Yarkuran,Kitong tidak ada ikan.
XV001410,kgv,Sor kangunara Mustafa esun komaruk.,,,Fishbones is what Mustafa's father is burning.,,,,SN002196,Fajaria Yarkuran,Tulang ikan yang Mustafa pu bapak bakar.
XV001411,kgv,Tami emun sor sira paruo reba.,,,Tami's mother is making salted fish.,,,,SN002199,Fajaria Yarkuran,Tami mama bikin ikan garam.
XV001412,kgv,Irul emun mu Sorungga bot.,,,Irul's mother and family went to Sorong.,,,,SN002201,Fajaria Yarkuran,Irul pu mama dorang pigi di Sorong.
XV001413,kgv,An tok koranat meja keirunggo sosoet.,,,I stretch out my feet on the table.,,,,SN002202,Fajaria Yarkuran,Tunggu saya lujur saya pu kaki di atas meja dulu.
XV001414,kgv,Dian esun mu bo pawan masousou reba.,,,Dian's father and friends go sliding down planks.,,,,SN002203,Fajaria Yarkuran,Dian pu bapak dorang pi luncur papan.
XV001415,kgv,Randa emun mu me souk reidak.,,,Randa's mother's family have a lot of mice.,,,,SN002204,Fajaria Yarkuran,Di Randa pu mama dorang itu tikus banyak.
XV001416,kgv,Burhan me sungsungun soul.,,,Burhan has loose pants.,,,,SN002205,Fajaria Yarkuran,Burhan itu pu celana longgar.
XV001417,kgv,Halim se sowilunat ma sarua.,,,Halim already shaved off his sideburns.,,,,SN002206,Fajaria Yarkuran,Halim sudah cukur dia pu babar.
XV001418,kgv,Irjan esun ma suagiat ramie reidak.,,,Irjan's father caught a lot of tuna.,,,,SN002208,Fajaria Yarkuran,Irjan pu bapak dia hela ikan komo banyak.
XV001419,kgv,Nyong emun mu panggala kirte minggi suamin paruotkin deba.,,,Nyong's mother and family are grating cassava; they want to make cassava snacks with that.,,,,SN002210,Fajaria Yarkuran,Nyong mama dorang parut ubi kayu mau bikin suamin.
XV001420,kgv,Me leng kerun me suarkang kon metko.,,,There is a hole above the village.,,,,SN002214,Fajaria Yarkuran,Itu di atas kampung itu ada lubang batu satu.
XV001421,kgv,Kiba esun mu bo saritkara suban.,,,Kiba's father and friends go fishing from the shoal.,,,,SN002215,Fajaria Yarkuran,Kiba pu bapak dorang pigi pancing di pinggir rep.
XV001422,kgv,Juaria mu subuman marokte minggi bo warkin.,,,Juaria and family are catching worms; they want to go fishing with that.,,,,SN002216,Fajaria Yarkuran,Juaria dong bual cacing mau pigi pancing.
XV001423,kgv,Pawan wa me suensik.,,,This plank is light.,,,,SN002219,Fajaria Yarkuran,Papan ini dia ringan.
XV001424,kgv,Nabil emun toni ma ladan wat suka.,,,Nabil's mother said she liked this shirt.,,,,SN002222,Fajaria Yarkuran,Nabil mama bilang dia senang baju itu.
XV001425,kgv,"Selagur Wadan sukaun ge: ""Ka borarei!""","selagur wadan\tsuka\t-un\tge\t:\t""\tka\tborarei\t!""",Selagur Wadan\tlike; want\t3POSS\tnot; no\t\t\t2SG\tfront\t,"Selagur Wadan doesn't want: ""You go first!""",,,,SN002223,narr23 54.1,"Selagur Wadan tidak mau: ""Kau duluan!"""
XV001426,kgv,Pawan wa me sumsik.,,,This plank is light.,,,,SN002224,Fajaria Yarkuran,Papan ini dia ringan.
XV001427,kgv,Arlan taraun kiem sun deba.,,,Arlan's grandmother is tying the rope of basket.,,,,SN002225,Fajaria Yarkuran,Arlan pu nenek bikin tali keranjang.
XV001428,kgv,Esnem desa bo sunak potmare di korunggoa kiskin.,,,The village head goes cutting sunak; he wants to wrap his foot.,,,,SN002227,Fajaria Yarkuran,Pace desa pigi potong sambuku mau bungkus di kaki.
XV001429,kgv,Jafaris ma sungsungun kies kasuori jie.,,,Jafaris bought four pairs of trousers.,,,,SN002228,Fajaria Yarkuran,Jafaris dia beli dia pu celana empat pasang.
XV001430,kgv,La Deka wat suonde kuru bo parinkin.,,,La Deka cut coconuts; he wants to bring and sell them.,,,,SN002229,Fajaria Yarkuran,La Deka kupas kelapa mau bawa pigi jual.
XV001431,kgv,Faris mu suoktal karop teba.,,,Faris and friends are shooting suoktal.,,,,SN002231,Fajaria Yarkuran,Faris dong pana ikan lompat-lompat.
XV001432,kgv,An melalu dodon waruo suolan ning.,,,I sit washing clothes; my back hurts.,,,,SN002232,Fajaria Yarkuran,Saya duduk mencuci la belakang sakit.
XV001433,kgv,Ma suolkanguna ning.,,,His backbone hurts.,,,,SN002233,Fajaria Yarkuran,Dia pu tulang belakang yang sakit.
XV001434,kgv,Suolkasir ana ning.,,,My spine hurts.,,,,SN002234,Fajaria Yarkuran,Saya pu tulang belakang sakit.
XV001435,kgv,Jikri ma kerar komainda suolkerunara kosara.,,,Jikri stabbed a turtle and hit its back.,,,,SN002235,Fajaria Yarkuran,Jikri dia tikam kura-kura kenal di atas belakang.
XV001436,kgv,Suopkaling kona yarner imetko.,,,There is an eel inside that stone.,,,,SN002236,Fajaria Yarkuran,Belut satu yang ada di dalam batu itu.
XV001437,kgv,Ur se boren me pi boet susia.,,,"The wind blows hard, it's difficult to go.",,,,SN002243,Fajaria Yarkuran,Angan su jalan itu kitong mau pi susah.
XV001438,kgv,Ayah Tok amdirat komarukta din susurte talat na.,,,Ayah Tok burned his garden and the fire burnt his fence.,,,,SN002245,Fajaria Yarkuran,Ayah Tok bakar kebun la api menyala makan pagar.
XV001439,kgv,Madi mu he bot?,madi\tmu\the\tbo\t-t\t?,\t3PL\tiam\tgo\tT\t,Did Madi and family leave yet?,,,,SN002248,conv12 151.1,Madi dorang su pigi?
XV001440,kgv,Tomanjara wa?,toman\t-ja\t-r\t=a\twa\t?,bag\t2sg.poss\tT\t=FOC\tPROX\t,Is this your bag?,,,,SN002249,conv12 130.1,Ka pu kantung yang ini?
XV001441,kgv,In Timi Nepnewi kaluarta me ur mendak.,in\tTimi Nepnep\t=i\tkaluar\tta\tme\tur\tmendak\t.,1PL.EX\tbeach.name\t=PLNK\tgo.out\tNFIN\tTOP\twind\tlike that\t,"We exited from Temi Nepnep, the wind was like that.",,,,SN002250,narr44 116.1,"Kita keluar dari Temi Nepnep, angin begitu."
XV001442,kgv,Binkur esun mu taba potmare minggi bak paruotkin.,,,Binkur's father and friends are cutting iron; they want to make a container with that.,,,,SN002251,Fajaria Yarkuran,Binkur bapak dorang potong kawat mau bikin bak dengan.
XV001443,kgv,Tabai leng wa me saerak.,,,There is no tobacco in this village.,,,,SN002252,Fajaria Yarkuran,Rokok di kampung ini tidak ada.
XV001444,kgv,Ror ma me tabak puraman?,,,How many pieces of wood are that?,,,,SN002254,Fajaria Yarkuran,Kayu itu berapa potong?
XV001445,kgv,Supri emun ma jambatarga warta ma tabalamara koni ramie.,,,Supri's mother fished from the dock and caught one midnight snapper.,,,,SN002258,Fajaria Yarkuran,Supri pu mama dia pancing di jembatan dia hela ikan tefar satu.
XV001446,kgv,Bak inggon me per se tabaon.,,,In our container the water is already halfway.,,,,SN002259,Fajaria Yarkuran,Katong pu bak itu air se tengah.
XV001447,kgv,Onin esun mubon Suci esunbon nautabarak.,,,Onin's father and Suci's father crashed into each other.,,,,SN002260,Fajaria Yarkuran,Onin bapak dorang dengan Suci pu bapak dorang baku tabrak.
XV001448,kgv,Bakri esun tabaruop napasang deba hukatko.,,,Bakri's father is putting sinkers on the fishing net.,,,,SN002261,Fajaria Yarkuran,Bakri pu bapak pasang timah di jaring.
XV001449,kgv,Irul emun mu taberak wele paruo reba.,,,Irul's mother and family are cooking jackfruit leaf.,,,,SN002262,Fajaria Yarkuran,Irul pu mama dorang bikin sayur nangka.
XV001450,kgv,Aina emun mu bo tabul potma.,,,Aina's mother and family are going to cut tabul bamboo.,,,,SN002265,Fajaria Yarkuran,Aina pu mama dorang pigi potong bambu.
XV001451,kgv,Madi emun mu bo tabuon kajie reba.,,,Madi's mother and family go picking small clams.,,,,SN002266,Fajaria Yarkuran,Madi pu mama dorang pigi pilih siput.
XV001452,kgv,Talok mulun me tabuonsal mambon.,,,At the edge of Talol there are nerite shells.,,,,SN002267,Fajaria Yarkuran,Di pinggir Talok itu ada ciput kecil.
XV001453,kgv,Ror wa me tabusik.,,,This piece of wood is short.,,,,SN002268,Fajaria Yarkuran,Kayu ini pendek.
XV001454,kgv,Alun taraun esnem me ma tadon.,,,Alun's grandfather is coughing.,,,,SN002269,Fajaria Yarkuran,Alun pu tete itu dia batuk.
XV001455,kgv,Irul mu bo kahamin sairta mu taerat koni kona.,,,Irul and friends went to shoot birds and they hit a tree kangaroo.,,,,SN002272,Fajaria Yarkuran,Irul dorang pigi tembak burung dorang dapat lihat kanguru satu.
XV001456,kgv,Pasierat mat kosarandaero bes.,pasier\t=at\tma\t=at\tkosara\t-n\t-daero\tbes\t.,sea\t=OBJ\t3SG\t=OBJ\thit; touch\tN\teven if\tgood\t,Even if the sea water touches it it's okay.,,,,SN002273,conv1 3.1,Biar air garam kenal lagi baik.
XV001457,kgv,"Didirasunat paruo koi sanong, sanong tok kokour koi bo sanongat reptaet.",,,"Making the kitchen, then the roof, there's not enough leaves, we go fetch more roof-leaves.",,,,SN002274,narr6 76.1,"Bikin dapur, baru, atap tidak sampai ambil atap lagi."
XV001458,kgv,Supri me mambara se bo tagarar.,,,Supri stands with her legs very wide.,,,,SN002276,Fajaria Yarkuran,Supri dia berdiri buka kaki sampai.
XV001459,kgv,Sayang goni kon wa me tagier.,,,This one bag of nutmegs is heavy.,,,,SN002277,Fajaria Yarkuran,Pala satu karung ini berat.
XV001460,kgv,Hasrun ma tagirat eriri ramie.,,,Hasrun caught two mackerels.,,,,SN002278,Fajaria Yarkuran,Hasrun dia hela ikan tenggiri dua ekor.
XV001461,kgv,Tagur bora pi se sorat natnin.,,,The east wind is blowing; we won't be eating any fish.,,,,SN002280,Fajaria Yarkuran,Angin timur jalan kitong su tara makan ikan.
XV001462,kgv,Mena mosun taguret eba tagurewun luet.,,,When it's east wind season the torresian imperial pidgeon comes.,,,,SN002282,Fajaria Yarkuran,Nanti musim angin timur baru burung merpati Kaimana datang.
XV001463,kgv,Mena tagurpak eba sontum kibiat paruoret.,,,When it's east wind season people will prepare sea cucumber.,,,,SN002283,Fajaria Yarkuran,Nanti musim timur baru orang bikin teripang.
XV001464,kgv,Lepir taikibiskadoa pakure!,lepir\ttai-\tkibis\t-kado\t=a\tpaku\t-re\t!,"rafter\tside\tshore, land, inland\tside; part\t=FOC\tnail\tIMP\t",Nail the rafters on the inland side!,,,,SN002285,narr7 179.1,Paku lepir sebelah darat!
XV001465,kgv,Nabil emun mu he bore jam taikon.,,,Nabil's mother and family left maybe half an hour ago.,,,,SN002286,Fajaria Yarkuran,Nabil pu mama orang su pigi mungkin setengah jam.
XV001466,kgv,Andain ladanan met ma.,an\t-dain\tladan\t-an\tme\t=at\tma\t.,1SG\talone\tblouze; shirt\t1SG.POSS\tDIST\t=OBJ\t3SG\t,It was me who gave that shirt of mine to her.,,,,SN002287,Fajaria Yarkuran,Saya sendiri kasi dia baju saya punya itu.
XV001467,kgv,Pawan wa me tebonggan tak puraman?,,,"These planks, how many are they in total?",,,,SN002289,Fajaria Yarkuran,Papan ini semua berapa lembar?
XV001468,kgv,Randa emun ma takurera parua minggi sor kuarkin.,,,Randa's mother is picking sour bilimbi; she wants to cook that with fish.,,,,SN002292,Fajaria Yarkuran,Randa mama dia petik belimbing mau masak ikan dengan.
XV001469,kgv,Mustafa esun ma tal kanie reba.,,,Mustafa's father is tying a fence.,,,,SN002293,Fajaria Yarkuran,Mustafa pu bapak ikat pagar kayu.
XV001470,kgv,Dalima mu talep yumetko.,,,Dalima and family are outside there.,,,,SN002296,Fajaria Yarkuran,Dalima dorang di luar itu.
XV001471,kgv,putkansuor talinggon,putkansuor\t-talin-\t-ggon,forty\tnum.lnk\tone,fourty-one,,,,SN002298,Fajaria Yarkuran,empat puluh satu
XV001472,kgv,Irjan esun sor kawaramat etkoni komainda ma taluk.,,,Irjan's father caught one triggerfish but it escaped.,,,,SN002299,Fajaria Yarkuran,Irjan pu bapak dia tikam ikan kulit tebal satu tapi dia terlepas.
XV001473,kgv,Kon tamara ka jierun?,,,Which one did you get?,,,,SN002300,stim27 1.1,Satu yang mana yang ko ambil?
XV001474,kgv,Lolok saeraet pi tamandia paruoret? Tamandi (nauwar bes)?,,,How are you (do you have good news)?,,,,SN002301,Fajaria Yarkuran ; Fajaria Yarkuran,Kalo uang tidak ada kita mau bikin bagaimana? ; Kabar bagaimana (kabar baik)?
XV001475,kgv,"Ki tamanggara yecie? Ge o, owangga.",,,"Where are you coming back from? Oh, just from over there.",,,,SN002302,Fajaria Yarkuran,"Kamong pulang dari mana? Tarada o, dari sana."
XV001476,kgv,Mustafa esun tamatil parua reidak.,,,Mustafa's father plucked a lot of tomatoes.,,,,SN002303,Fajaria Yarkuran,Mustafa pu bapak petik tomat banyak.
XV001477,kgv,Rajiba emun pasat di tamatko?,,,Where did Rajiba's mother put the rice?,,,,SN002304,Fajaria Yarkuran,Rajiba pu mama taruh beras di mana?
XV001478,kgv,Mu tamawis teba? Ge o mu owanggara bot.,,,"Where are they going? Oh, just over there.",,,,SN002305,Fajaria Yarkuran,"Dorang ke mana? Tarada o, dorang pigi di sana."
XV001479,kgv,Kalamang mu Tamisenggara bot.,,,Kalamang and family went to Antalisa.,,,,SN002307,Fajaria Yarkuran,Kalamang dorang pigi di Antalisa.
XV001480,kgv,Yahyah emun ma tanun ning.,,,Yahyah's mother has pain in her arm.,,,,SN002309,Fajaria Yarkuran,Yahyah pu mama dia pu tangan sakit.
XV001481,kgv,Tomi emun toni ma me tankasirun ning.,,,Tomi's mother said her wrist hurts.,,,,SN002310,Fajaria Yarkuran,Tomi pu mama dia pu pergelangan tangan sakit.
XV001482,kgv,Bakri esun yaralus kajie tan lausun neing.,,,Bakri's father collected small stones; his handpalm hurts.,,,,SN002311,Fajaria Yarkuran,Bakri pu bapak pilih kerikil dia pu telapak tangan sakit.
XV001483,kgv,Rustam taraun ma me tanbes.,,,Rustam's grandmother is righthanded.,,,,SN002313,Fajaria Yarkuran,Rustam pu nenek itu dia tangan kanan.
XV001484,kgv,Tanggal bara Sakina mu kokok tumununat koni kuet.,,,A bird of prey came down and stole one of Sakina's family's chicks.,,,,SN002317,Fajaria Yarkuran,Burung elang turun tangkap Sakina dong pu anak ayam satu ekor.
XV001485,kgv,Muklis esun et fiberun me tanggal.,,,Muklis' father's fibre boat brings good luck.,,,,SN002318,Fajaria Yarkuran,Muklis bapak pu perahu fiber itu rejeki.
XV001486,kgv,Desi tok tanggalip potmatnin.,,,Desi didn't cut her fingernails yet.,,,,SN002319,Fajaria Yarkuran,Desi belum potong kuku.
XV001487,kgv,Tanggarara me Rajia emunkin.,,,That ring is Rajia's mother's.,,,,SN002320,Fajaria Yarkuran,Cincin itu Rajia pu mama punya.
XV001488,kgv,Tanggarekca neba kosara?,,,What did you hit your pinky on?,,,,SN002321,Fajaria Yarkuran,Kau pu jari kelinci itu apa yang kenal?
XV001489,kgv,Nona Marni nebara ka tanggo?,,,Nona Marni what are you carring?,,,,SN002322,Fajaria Yarkuran,Nona Marni kau pegang apa itu?
XV001490,kgv,War kasaret me tanggon mara palolanara na.,,,During the morning tide the boxfish comes landwards to eat algae.,,,,SN002324,Fajaria Yarkuran,Meti pagi itu ikan peti pigi di darat makan rumput lamun.
XV001491,kgv,Tanggor owa me se reida korek.,,,Many of the mangrove trees over there are dead.,,,,SN002325,Fajaria Yarkuran,Pohon manggi-manggi di sana banyak yang su mati.
XV001492,kgv,Tanggulca neba kosara?,,,What did you hit your elbow on?,,,,SN002327,Fajaria Yarkuran,Kau pu sika kenal apa?
XV001493,kgv,Namana se anggas tanggorman?,,,Who opened the door?,,,,SN002329,Fajaria Yarkuran,Siapa yang sudah buka pintu?
XV001494,kgv,Sayang tangun me parinun rasa.,,,The nutmegs have a good price.,,,,SN002331,Fajaria Yarkuran,Biji pala itu pu harga bagus.
XV001495,kgv,Baki Tanggiun me tanisa reidak.,,,There are many tanisa plants at Baki Tanggiun.,,,,SN002332,Fajaria Yarkuran,Di Baki Tanggiun itu ketapang banyak.
XV001496,kgv,Bayu esun ma toni tanparoemunun patin.,,,Bayu's father said his thumb is wounded.,,,,SN002333,Fajaria Yarkuran,Bayu pu bapak bilang dia pu ibu jari luka.
XV001497,kgv,Binkur esun ma tan paroun patin.,,,Binkur's father's finger is wounded.,,,,SN002334,Fajaria Yarkuran,Binkur pu bapak dia pu jari tangan luka.
XV001498,kgv,Ema tanggararat koni tanparok pendenggo napasanget.,,,Mother puts a ring on her ring finger.,,,,SN002335,Fajaria Yarkuran,Mama pasang cincin satu di jari manis.
XV001499,kgv,Gani ma tanparok me raorkadok yar kosara.,,,Gani hit his middle finger on a rock.,,,,SN002336,Fajaria Yarkuran,Gani dia pu jari tengah batu kenal.
XV001500,kgv,Saleha me tan sahadarun rua.,,,Saleha has a swollen index finger.,,,,SN002337,Fajaria Yarkuran,Saleha itu pu jari telunjuk bengkak.
XV001501,kgv,Rustam me ma tan tayon.,,,Rustam is lefthanded.,,,,SN002338,Fajaria Yarkuran,Rustam itu dia tangan kiri.
XV001502,kgv,Ona emun taokang komaruk teba.,,,Ona's mother is burning coconut shells.,,,,SN002340,Fajaria Yarkuran,Ona pu mama bakar tempurung.
XV001503,kgv,Binkur esun ma Salima taraunkonggo taot paning.,,,Binkur's father asked Salima's grandfather for a chisel.,,,,SN002343,Fajaria Yarkuran,Binkur pu bapak minta pahat di Salima pu tete.
XV001504,kgv,Suryan emun ma kanggirun popta ma bara taouk.,,,Suryan's mother was tired and she lay down.,,,,SN002344,Fajaria Yarkuran,Suryan pu mama dia mengantuk la dia turun baring-baring.
XV001505,kgv,Wise me Tarar me tapar reidak.,,,There used to be many kangaroos at Tarar.,,,,SN002346,Fajaria Yarkuran,Dulu itu dia Tetar kanguru banyak.
XV001506,kgv,Mustafa emun mu tapongat sak koni jie.,,,Mustafa's mother and family bought a bag of wheat flour.,,,,SN002348,Fajaria Yarkuran,Mustafa pu mama dorang beli tepung terigu satu sak di Fakfak.
XV001507,kgv,Kalis urta tapukan ewa.,,,When it rains the demon makes sounds.,,,,SN002349,Fajaria Yarkuran,Hujan turun setan api suara.
XV001508,kgv,Kiba esun nika tar teba.,,,Kiba's father is coiling rope.,,,,SN002350,Fajaria Yarkuran,Kiba pu bapak lingkar tali pancing.
XV001509,kgv,Pawanat iskaptar!,pawan\t=at\tiskap\t=tar\t!,plank\t=OBJ\tplane\t=PL.IMP\t,Plane the planks!,,,,SN002353,narr7 265.1,Kamong iskap papan!
XV001510,kgv,Faldia anggasat tara.,,,Faldi closed the door.,,,,SN002354,Fajaria Yarkuran,Faldi yang tutup pintu.
XV001511,kgv,"Moktar esun ma Dian taraunat gerketː ""Tara tamatko?""",,,"Moktar's father asked Dian's grandfather: ""Where is your grandchild?""",,,,SN002356,Fajaria Yarkuran,"Moktar pu bapak tanya Dian pu tete: ""Kau pu cucu di mana?"""
XV001512,kgv,Tumtum nawarabirta Unyil tumunun tarakmang.,,,The kids are making noise; Unyil's child is startled.,,,,SN002359,Fajaria Yarkuran,Anak-anak beribut la Unyil pu anak dia kaget.
XV001513,kgv,Tarakues me Yahya mu amdirun me mambon.,,,There is tarakues string in Yahya's family's garden.,,,,SN002361,Fajaria Yarkuran,Tali hutan itu di Yahya dong pu kebun ada.
XV001514,kgv,Karekca me taraman puraman?,,,"That string, how many fathom is it?",,,,SN002363,Fajaria Yarkuran,Kau pu tali itu berapa depa?
XV001515,kgv,Warkin se laurten me ma tarangini bot.,,,The tide is rising; the south wind blows.,,,,SN002364,Fajaria Yarkuran,Air su naik jadi angin selatan sudah jalan.
XV001516,kgv,Dian taraun bo warta ba kalingun se taraouk.,,,Dian's grandmother went fishing but her hook snapped.,,,,SN002365,Fajaria Yarkuran,Dian pu nenek pigi pancing tapi dia pu mata kail putus.
XV001517,kgv,Paden jambantarkin yawe me tarapa reidak.,,,At the dock poles there are many tarapa shells.,,,,SN002367,Fajaria Yarkuran,Tiang jembtan sana itu tirang banyak.
XV001518,kgv,Unyil emun korun tararapangun neing.,,,Unyil's mother's heels hurt.,,,,SN002368,Fajaria Yarkuran,Unyil mama pu tumit kaki sakit.
XV001519,kgv,Irjan esun bo masura sor tarara etkoni komain.,,,Irjan's father went night fishing and stabbed a surgeonfish.,,,,SN002369,Fajaria Yarkuran,Irjan pu bapak pigi balobi dia tikam ikan tanduk satu ekor.
XV001520,kgv,Onin emuna se mubon taruo.,,,Onin's mother already told them.,,,,SN002376,Fajaria Yarkuran,Onin mama yang su bilang dengan dorang.
XV001521,kgv,Tata kaina me.,,,That's your grandfather.,,,,SN002380,Fajaria Yarkuran,Kau pu tete yang itu.
XV001522,kgv,Perusahan eba tatkolak mambon.,,,First at the mainland there are Bomberai inlanders.,,,,SN002381,Fajaria Yarkuran,Di Perusahan baru ada orang Buruwai.
XV001523,kgv,Tatanina kain me nebara paruo?,,,What is your grandmother doing?,,,,SN002382,Fajaria Yarkuran,Kau pu nenek itu bikin apa?
XV001524,kgv,An tok tataninanus anggonat konatnin.,,,I've never seen my greatgrandmother.,,,,SN002383,Fajaria Yarkuran,Saya belum lihat sayu pu moyang perempuan.
XV001525,kgv,Tatanus muin se somin.,,,Their greatgrandfather is dead.,,,,SN002384,Fajaria Yarkuran,Dong pu moyang laki-laki su meninggal.
XV001526,kgv,Tatapang euna kona owa.,,,A tatapang bird's is over there.,,,,SN002385,Fajaria Yarkuran,Burung merpati Cina satu pu sarang sana.
XV001527,kgv,Mu taukona owangga bot.,,,Some went over there.,,,,SN002387,Fajaria Yarkuran,Dorang separuh yang pigi di sana.
XV001528,kgv,Nyong ma semenat sak koni bitkora se bo taungtaung.,,,Nyong is carrying a bag of cement (so heavy that) he is bent.,,,,SN002390,Fajaria Yarkuran,Nyong dia pikul semen satu sak itu sampai bengkok-bengkok.
XV001529,kgv,Wat taurkona owane.,,,A heap of coconuts over there.,,,,SN002394,Fajaria Yarkuran,Kelapa satu tumpuk yang di sana.
XV001530,kgv,Ainu mu wat tawara reba.,,,Ainu and family are chopping coconuts.,,,,SN002396,Fajaria Yarkuran,Aina dorang cincang kelapa.
XV001531,kgv,Tamandi emun dodon tawie reba.,,,Tamandi's mother is taking the clothes from where she was drying them.,,,,SN002397,Fajaria Yarkuran,Tamandi pu mama angkat pakain.
XV001532,kgv,Kortasara mu tawotman minggi pasa kis.,,,They fold paper; they want to wrap rice with it.,,,,SN002399,Fajaria Yarkuran,Dorang lipat kertas isi nasi bungkus.
XV001533,kgv,Mang me he tayuon.,,,That language isn't good anymore.,,,,SN002400,Fajaria Yarkuran,Bahasa itu sudah tidak baik.
XV001534,kgv,Unyil emun korun patin ba koi te.,,,Unyil's mother has a wound on her foot and then there was pus.,,,,SN002401,Fajaria Yarkuran,Unyil pu mama pu kaki luka tapi ada nanah.
XV001535,kgv,Ma jiere kilo konde ripi puraman?,ma\tjie\t-re\tkilo\tkon\t-de\tripi\tpuraman\t?,3SG\tget; buy\tNFIN\tkilo\tone\tDISTR\tthousand\thow many\t,He bought for how many thousand rupiah per kilo?,,,,SN002402,conv10 138.1,Dia beli satu kilo berapa ribu
XV001536,kgv,Mu he mat tangkapte kuru mia.,mu\the\tma\t=at\ttangkap\t=te\tkuru\tmia\t.,3PL\tiam\t3SG\t=OBJ\trecord; catch\t=NFIN\tbring\tcome\t,They are catching him and bringing him.,,,,SN002403,stim7 1.1,Mereka tangkap dia bawa datang.
XV001537,kgv,Ka me orkore!,ka\tme\tor\t=ko\t-re\t!,2SG\tTOP\tback; tail\t=LOC\tIMP\t,"""You go in the stern!""",,,,SN002404,narr19 82.1,"""Kau itu di belakang!"""
XV001538,kgv,Ka nenggap teba?,ka\tnenggap\t=teba\t?,2SG\twhy; what\t=PROG\t,What are you doing?,,,,SN002405,Fajaria Yarkuran,Kamu bikinbikin kerja apa?
XV001539,kgv,Bakri ma tebol mulunggara sor karop.,,,Bakri is shooting fish at the reef edge.,,,,SN002406,Fajaria Yarkuran,Bakri dia panah ikan di pinggir air biru.
XV001540,kgv,Tomi emun ma bo Mas wilaunggoa tebolsuban.,,,Tomi's mother went fishing at the reef edge at Mas.,,,,SN002407,Fajaria Yarkuran,Tomi pu mama dia pigi pancing paki lot di Mas pu di laut.
XV001541,kgv,Nabil esun ma warat tebonggani di Maryam emunggi.,,,Nabil's father gave all coconuts to Maryam's mother.,,,,SN002409,Fajaria Yarkuran,Nabil pu bapak dia kasih Maryam pu mama kelapa semua.
XV001542,kgv,"Mu tok yarat teiret, kewewaruotkin.",,,They are making a foundation; they want to make a house.,,,,SN002411,Fajaria Yarkuran,"Dong susun batu, mau bikin rumah."
XV001543,kgv,Ayah Tok yatal teir teba.,,,Ayah Tok is making a stone wall.,,,,SN002411 ; SN002717,Fajaria Yarkuran,Ayah Tok lutur pagar batu.
XV001544,kgv,Pas osat teitei in koi osat di timbangunggo.,,,The woman steps on the sand and then we put sand on her forehead.,,,,SN002414,Fajaria Yarkuran,"Perempuan injak pasir, baru kita taru pasir di dia pu testa."
XV001545,kgv,Maryam emun Walakangga bara ma tektek koni an.,,,Maryam's mother came back from Gorom and gave me a knife.,,,,SN002415,Fajaria Yarkuran,Maryam pu mama turun dari Gorom dia kasih saya pisau satu.
XV001546,kgv,Tel epka wa me pi kurang koluk.,,,Lately we don't find tell shells so much.,,,,SN002416,Fajaria Yarkuran,Bia sekarang ini kitong susah baru dapat.
XV001547,kgv,Rajiba emun ma kanaia potma ba kanai telebor.,,,Rajiba's mother was cutting pili nuts but they rolled away.,,,,SN002417,Fajaria Yarkuran,Rajiba pu mama dia potong kenari la tampias.
XV001548,kgv,Manado telelengguesat koni ramie.,,,Manadu caught a wrasse.,,,,SN002418,Fajaria Yarkuran,Manado hela ikan mamin satu ekor.
XV001549,kgv,Kokok ma me an mat komain ba ma telin.,,,"That chicken, I threw something at it but it stayed.",,,,SN002419,Fajaria Yarkuran,Ayam itu saya lempar dia tapi dia tetap.
XV001550,kgv,Suo me teltel mambon.,,,At Suo there are teltel roots.,,,,SN002421,Fajaria Yarkuran,Di Suo itu kumbili pasir ada.
XV001551,kgv,Tonggarai Karimun me teltel reidak.,,,At Cape Tonggarai there are many vase shells.,,,,SN002422,Fajaria Yarkuran,Di Tonggerai itu bia kecil banyak.
XV001552,kgv,Afokat yume ur koura ma teltel.,,,"That avocado, when the wind blows it moves.",,,,SN002423,Fajaria Yarkuran,Afokat itu angin tiup la dia bergerak.
